[16:54:52] [main/INFO]: ModLauncher running: args [--username, UGOTMAIL, --version, forge-43.2.8, --gameDir, C:\Users\athac\curseforge\minecraft\Instances\Valhelsia 5, --assetsDir, C:\Users\athac\curseforge\minecraft\Install\assets, --assetIndex, 1.19, --uuid, 4c118650628447d4ad2277ffc5ee64e3, --accessToken, ????????, --clientId, NzY0Njc5NTItMzU0MS00NWJkLWExZTktOTcwMTIyMGY2OGU5, --xuid, 2533274924334437, --userType, msa, --versionType, release, --width, 854, --height, 480, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.8, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[16:54:52] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.3 by Microsoft; OS Windows 10 arch amd64 version 10.0
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Redstone_Integrator was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Redstone_Integrator.enableRedstoneIntegrator was corrected from null to its default, true. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Block_Reader was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Block_Reader.enableBlockReader was corrected from null to its default, true. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Geo_Scanner was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Geo_Scanner.enableGeoScanner was corrected from null to its default, true. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Colony_Integrator was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Colony_Integrator.enableColonyIntegrator was corrected from null to its default, true. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Compass_Turtle was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Compass_Turtle.enableCompassTurtle was corrected from null to its default, true. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Powered_Peripherals was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Powered_Peripherals.enablePoweredPeripherals was corrected from null to its default, false. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Powered_Peripherals.poweredPeripheralMaxEnergyStored was corrected from null to its default, 100000000. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Pocket_Peripherals was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Pocket_Peripherals.disablePocketFuelConsumption was corrected from null to its default, true. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations.digCooldown was corrected from null to its default, 1000. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations.digCost was corrected from null to its default, 1. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations.useOnBlockCooldown was corrected from null to its default, 5000. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations.useOnBlockCost was corrected from null to its default, 1. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations.suckCooldown was corrected from null to its default, 1000. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations.suckCost was corrected from null to its default, 1. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations.useOnAnimalCooldown was corrected from null to its default, 2500. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations.useOnAnimalCost was corrected from null to its default, 10. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations.captureAnimalCooldown was corrected from null to its default, 50000. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations.captureAnimalCost was corrected from null to its default, 100. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations.warpCooldown was corrected from null to its default, 1000. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations.warpCost was corrected from null to its default, 1. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations.scanBlocksCooldown was corrected from null to its default, 2000. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations.scanBlocksMaxFreeRadius was corrected from null to its default, 8. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations.scanBlocksMaxCostRadius was corrected from null to its default, 16. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations.scanBlocksExtraBlockCost was corrected from null to its default, 0.17. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations.scanEntitiesCooldown was corrected from null to its default, 2000. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations.scanEntitiesMaxFreeRadius was corrected from null to its default, 8. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations.scanEntitiesMaxCostRadius was corrected from null to its default, 16. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations.scanEntitiesExtraBlockCost was corrected from null to its default, 0.17. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Peripherals.Operations.chatMessageCooldown was corrected from null to its default, 100. 
[16:55:54] [modloading-worker-0/WARN]: Configuration file C:\Users\athac\curseforge\minecraft\Instances\Valhelsia 5\config\Advancedperipherals\metaphysics.toml is not correct. Correcting
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Metaphysics was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Metaphysics.energyToFuelRate was corrected from null to its default, 575. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Metaphysics.enableWeakAutomataCore was corrected from null to its default, true. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Metaphysics.enableEndAutomataCore was corrected from null to its default, true. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Metaphysics.enableHusbandryAutomataCore was corrected from null to its default, true. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Metaphysics.endAutomataCoreWarpPointLimit was corrected from null to its default, 64. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Metaphysics.overpoweredAutomataBreakChance was corrected from null to its default, 0.002. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Metaphysics.tier1AutomataCoreInteractionRadius was corrected from null to its default, 2. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Metaphysics.tier1AutomataCoreMaxFuelConsumptionRate was corrected from null to its default, 2. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Metaphysics.tier2AutomataCoreInteractionRadius was corrected from null to its default, 4. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Metaphysics.tier2AutomataCoreMaxFuelConsumptionRate was corrected from null to its default, 3. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Metaphysics.overpoweredTier1AutomataCoreInteractionRadius was corrected from null to its default, 4. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Metaphysics.overpoweredTier1AutomataCoreMaxFuelConsumptionRate was corrected from null to its default, 3. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Metaphysics.overpoweredTier2AutomataCoreInteractionRadius was corrected from null to its default, 6. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key Metaphysics.overpoweredTier2AutomataCoreMaxFuelConsumptionRate was corrected from null to its default, 4. 
[16:55:54] [modloading-worker-0/WARN]: Configuration file C:\Users\athac\curseforge\minecraft\Instances\Valhelsia 5\config\kleeslabs-common.toml is not correct. Correcting
[16:55:54] [modloading-worker-0/WARN]: Incorrect key mode was corrected from null to its default, ALWAYS. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key disabledCompat was corrected from null to its default, []. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key dumpSlabs was corrected from null to its default, false. 
[16:55:54] [modloading-worker-0/WARN]: Configuration file C:\Users\athac\curseforge\minecraft\Instances\Valhelsia 5\config\domestication-innovation.toml is not correct. Correcting
[16:55:54] [modloading-worker-0/WARN]: Incorrect key loot.pet_curse_enchantments_loot_only was corrected from null to its default, true. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key loot.blazing_protection_loot_chance was corrected from null to its default, 0.2. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key enchantments.blazing_protection_enabled was corrected from null to its default, true. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key enchantments.healing_aura_enabled was corrected from null to its default, true. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key enchantments.rejuvenation_enabled was corrected from null to its default, true. 
[16:55:54] [modloading-worker-0/WARN]: Configuration file C:\Users\athac\curseforge\minecraft\Instances\Valhelsia 5\config\sophisticatedbackpacks-common.toml is not correct. Correcting
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.disallowedItems was corrected from [] to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.itemFluidHandlerEnabled was corrected from true to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.allowOpeningOtherPlayerBackpacks was corrected from true to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.itemDisplayDisabled was corrected from false to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.leatherBackpack was corrected from SimpleCommentedConfig:{inventorySlotCount=27, upgradeSlotCount=1} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.ironBackpack was corrected from SimpleCommentedConfig:{inventorySlotCount=27, upgradeSlotCount=2} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.goldBackpack was corrected from SimpleCommentedConfig:{inventorySlotCount=27, upgradeSlotCount=3} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.diamondBackpack was corrected from SimpleCommentedConfig:{inventorySlotCount=27, upgradeSlotCount=5} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.netheriteBackpack was corrected from SimpleCommentedConfig:{inventorySlotCount=27, upgradeSlotCount=7} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.compactingUpgrade was corrected from SimpleCommentedConfig:{filterSlots=9, slotsInRow=3} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.advancedCompactingUpgrade was corrected from SimpleCommentedConfig:{filterSlots=16, slotsInRow=4} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.depositUpgrade was corrected from SimpleCommentedConfig:{filterSlots=9, slotsInRow=3} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.advancedDepositUpgrade was corrected from SimpleCommentedConfig:{filterSlots=16, slotsInRow=4} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.feedingUpgrade was corrected from SimpleCommentedConfig:{filterSlots=9, slotsInRow=3} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.advancedFeedingUpgrade was corrected from SimpleCommentedConfig:{filterSlots=16, slotsInRow=4} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.filterUpgrade was corrected from SimpleCommentedConfig:{filterSlots=9, slotsInRow=3} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.advancedFilterUpgrade was corrected from SimpleCommentedConfig:{filterSlots=16, slotsInRow=4} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.magnetUpgrade was corrected from SimpleCommentedConfig:{filterSlots=9, slotsInRow=3, magnetRange=3} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.advancedMagnetUpgrade was corrected from SimpleCommentedConfig:{filterSlots=16, slotsInRow=4, magnetRange=5} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.pickupUpgrade was corrected from SimpleCommentedConfig:{filterSlots=9, slotsInRow=3} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.advancedPickupUpgrade was corrected from SimpleCommentedConfig:{filterSlots=16, slotsInRow=4} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.refillUpgrade was corrected from SimpleCommentedConfig:{filterSlots=6, slotsInRow=3} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.restockUpgrade was corrected from SimpleCommentedConfig:{filterSlots=9, slotsInRow=3} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.advancedRestockUpgrade was corrected from SimpleCommentedConfig:{filterSlots=16, slotsInRow=4} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.voidUpgrade was corrected from SimpleCommentedConfig:{filterSlots=9, slotsInRow=3, voidAnythingEnabled=true} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.advancedVoidUpgrade was corrected from SimpleCommentedConfig:{filterSlots=16, slotsInRow=4, voidAnythingEnabled=true} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.stackUpgrade was corrected from SimpleCommentedConfig:{nonStackableItems=[]} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.smeltingUpgrade was corrected from SimpleCommentedConfig:{smeltingSpeedMultiplier=1.0, fuelEfficiencyMultiplier=1.0} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.smokingUpgrade was corrected from SimpleCommentedConfig:{smeltingSpeedMultiplier=1.0, fuelEfficiencyMultiplier=1.0} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.blastingUpgrade was corrected from SimpleCommentedConfig:{smeltingSpeedMultiplier=1.0, fuelEfficiencyMultiplier=1.0} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.autoSmeltingUpgrade was corrected from SimpleCommentedConfig:{smeltingSpeedMultiplier=1.0, fuelEfficiencyMultiplier=1.0, inputFilterSlots=8, inputFilterSlotsInRow=4, fuelFilterSlots=4, fuelFilterSlotsInRow=4} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.autoSmokingUpgrade was corrected from SimpleCommentedConfig:{smeltingSpeedMultiplier=1.0, fuelEfficiencyMultiplier=1.0, inputFilterSlots=8, inputFilterSlotsInRow=4, fuelFilterSlots=4, fuelFilterSlotsInRow=4} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.autoBlastingUpgrade was corrected from SimpleCommentedConfig:{smeltingSpeedMultiplier=1.0, fuelEfficiencyMultiplier=1.0, inputFilterSlots=8, inputFilterSlotsInRow=4, fuelFilterSlots=4, fuelFilterSlotsInRow=4} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.inceptionUpgrade was corrected from SimpleCommentedConfig:{upgradesUseInventoriesOfBackpacksInBackpack=true, upgradesInContainedBackpacksAreFunctional=true} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.toolSwapperUpgrade was corrected from SimpleCommentedConfig:{filterSlots=8, slotsInRow=4} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.tankUpgrade was corrected from SimpleCommentedConfig:{capacityPerSlotRow=4000, stackMultiplierRatio=1.0, autoFillDrainContainerCooldown=20, maxInputOutput=20, energyPerSlotRow=10000} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.pumpUpgrade was corrected from SimpleCommentedConfig:{filterSlots=4, maxInputOutput=20, stackMultiplierRatio=1.0} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.xpPumpUpgrade was corrected from SimpleCommentedConfig:{mendingOn=true, maxXpPointsPerMending=5} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.entityBackpackAdditions was corrected from SimpleCommentedConfig:{chance=0.0, addLoot=true, buffWithPotionEffects=true, buffHealth=true, equipWithArmor=true, entityLootTableList=[minecraft:creeper|minecraft:chests/desert_pyramid, minecraft:drowned|minecraft:chests/shipwreck_treasure, minecraft:enderman|minecraft:chests/end_city_treasure, minecraft:evoker|minecraft:chests/woodland_mansion, minecraft:husk|minecraft:chests/desert_pyramid, minecraft:piglin|minecraft:chests/bastion_bridge, minecraft:piglin_brute|minecraft:chests/bastion_treasure, minecraft:pillager|minecraft:chests/pillager_outpost, minecraft:skeleton|minecraft:chests/simple_dungeon, minecraft:stray|minecraft:chests/igloo_chest, minecraft:vex|minecraft:chests/woodland_mansion, minecraft:vindicator|minecraft:chests/woodland_mansion, minecraft:witch|minecraft:chests/buried_treasure, minecraft:wither_skeleton|minecraft:chests/nether_bridge, minecraft:zombie|minecraft:chests/simple_dungeon, minecraft:zombie_villager|minecraft:chests/village/village_armorer, minecraft:zombified_piglin|minecraft:chests/bastion_other], discBlockList=[botania:record_gaia_1, botania:record_gaia_2], playJukebox=true, dropToFakePlayers=false, backpackDropChance=0.085, lootingChanceIncreasePerLevel=0.01} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key common.nerfs was corrected from SimpleCommentedConfig:{tooManyBackpacksSlowness=true, maxNumberOfBackpacks=1, slownessLevelsPerAdditionalBackpack=1.0, onlyWornBackpackTriggersUpgrades=false} to its default, null. 
[16:55:54] [modloading-worker-0/WARN]: Configuration file C:\Users\athac\curseforge\minecraft\Instances\Valhelsia 5\config\moreminecartsconfig.toml is not correct. Correcting
[16:55:54] [modloading-worker-0/WARN]: Incorrect key chunk_loader_multiplier was corrected from null to its default, 1.0. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key vitric_cactus_desert_only was corrected from null to its default, true. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key wood_rails_max_speed was corrected from null to its default, 0.2. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key maglev_rails_max_speed was corrected from null to its default, 1.0. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key lightspeed_rails_max_speed was corrected from null to its default, 2.5. 
[16:55:54] [modloading-worker-0/WARN]: Incorrect key turbo_rails_boost was corrected from null to its default, 0.2. 
[16:55:55] [modloading-worker-0/WARN]: Configuration file C:\Users\athac\curseforge\minecraft\Instances\Valhelsia 5\config\twilightforest-common.toml is not correct. Correcting
[16:55:55] [modloading-worker-0/WARN]: Incorrect key Custom Hollow Hill Stalactites was corrected from SimpleCommentedConfig:{largeHill=[], mediumHill=[], smallHill=[], useConfigOnly=false} to its default, null. 
[16:55:55] [modloading-worker-0/WARN]: Configuration file C:\Users\athac\curseforge\minecraft\Instances\Valhelsia 5\config\equipmentcompare-common.toml is not correct. Correcting
[16:55:55] [modloading-worker-0/WARN]: Incorrect key client was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key client.visual_options was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key client.visual_options.override_badge_text was corrected from null to its default, false. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key client.visual_options.badge_text was corrected from null to its default, Equipped. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key client.visual_options.badge_text_color was corrected from null to its default, 4294967295. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key client.visual_options.badge_bg was corrected from null to its default, 4027584512. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key client.visual_options.badge_border_start was corrected from null to its default, 3500839187. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key client.visual_options.badge_border_end was corrected from null to its default, 1623360778. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key client.control_options was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key client.control_options.default_on was corrected from null to its default, false. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key client.control_options.strict was corrected from null to its default, false. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key client.control_options.blacklist was corrected from null to its default, []. 
[16:55:55] [modloading-worker-0/WARN]: Configuration file C:\Users\athac\curseforge\minecraft\Instances\Valhelsia 5\config\farmersdelight-common.toml is not correct. Correcting
[16:55:55] [modloading-worker-0/WARN]: Incorrect key settings was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key settings.enableVanillaCropCrates was corrected from null to its default, true. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key settings.farmersBuyFDCrops was corrected from null to its default, true. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key settings.wanderingTraderSellsFDItems was corrected from null to its default, true. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key settings.richSoilBoostChance was corrected from null to its default, 0.2. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key settings.cuttingBoardFortuneBonus was corrected from null to its default, 0.1. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key settings.enableRopeReeling was corrected from null to its default, true. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key settings.canvasSignDarkBackgroundList was corrected from null to its default, [gray, purple, blue, brown, green, red, black]. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key farming was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key farming.defaultTomatoVineRope was corrected from null to its default, farmersdelight:rope. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key farming.enableTomatoVineClimbingTaggedRopes was corrected from null to its default, true. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key recipe_book was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key recipe_book.enableRecipeBookCookingPot was corrected from null to its default, true. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key overrides was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key overrides.vanillaSoupExtraEffects was corrected from null to its default, true. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key overrides.rabbitStewJumpBoost was corrected from null to its default, true. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key overrides.dispenserUsesToolsOnCuttingBoard was corrected from null to its default, true. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key overrides.stack_size was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key overrides.stack_size.enableStackableSoupItems was corrected from null to its default, true. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key overrides.stack_size.soupItemList was corrected from null to its default, [minecraft:mushroom_stew, minecraft:beetroot_soup, minecraft:rabbit_stew]. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key overrides.stack_size.overrideAllSoupItems was corrected from null to its default, false. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.generateFDChestLoot was corrected from null to its default, true. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.genVillageCompostHeaps was corrected from null to its default, true. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.wild_cabbages was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.wild_cabbages.chance was corrected from null to its default, 30. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.wild_beetroots was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.wild_beetroots.chance was corrected from null to its default, 30. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.wild_potatoes was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.wild_potatoes.chance was corrected from null to its default, 100. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.wild_carrots was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.wild_carrots.chance was corrected from null to its default, 120. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.wild_onions was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.wild_onions.chance was corrected from null to its default, 120. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.wild_tomatoes was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.wild_tomatoes.chance was corrected from null to its default, 100. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.wild_rice was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.wild_rice.chance was corrected from null to its default, 20. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.brown_mushroom_colonies was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.brown_mushroom_colonies.genBrownMushroomColony was corrected from null to its default, true. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.brown_mushroom_colonies.chance was corrected from null to its default, 15. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.red_mushroom_colonies was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.red_mushroom_colonies.genRedMushroomColony was corrected from null to its default, true. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key world.red_mushroom_colonies.chance was corrected from null to its default, 15. 
[16:55:55] [modloading-worker-0/WARN]: Configuration file C:\Users\athac\curseforge\minecraft\Instances\Valhelsia 5\config\commoncapabilities-common.toml is not correct. Correcting
[16:55:55] [modloading-worker-0/WARN]: Incorrect key core was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key core.general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key core.general.crashOnModCompatCrash was corrected from null to its default, false. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key core.general.crashOnInvalidRecipe was corrected from null to its default, false. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key core.general.analytics was corrected from null to its default, true. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key core.general.versionChecker was corrected from null to its default, true. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key machine was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key machine.general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key machine.general.ignoreNbtPathsForEqualityFilters was corrected from null to its default, [$.ForgeCaps["astralsorcery:cap_item_amulet_holder"], $.binding, $.energy]. 
[16:55:55] [modloading-worker-0/WARN]: Configuration file C:\Users\athac\curseforge\minecraft\Instances\Valhelsia 5\config\integratedtunnels-common.toml is not correct. Correcting
[16:55:55] [modloading-worker-0/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key general.general was corrected from null to its default, SimpleCommentedConfig:{}. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key general.general.importerEnergyBaseConsumption was corrected from null to its default, 1. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key general.general.importerItemBaseConsumption was corrected from null to its default, 1. 
[16:55:55] [modloading-worker-0/WARN]: Incorrect key general.general.exporterWorldItemBaseConsumptionEnabled was corrected from null to its default, 32. 
